2474456,8328,53,1541,3862,2.492,1,1613,21413,8594,30007,1,3065,1617642,4.34,2.52,1
2487071,8531,32,5720,7563,0.19,1,5595,4797,25211,30008,1,3065,1612196,4.34,1.39,1.73
2488878,7617,74,6160,4311,0.04,2.66,6038,1165,28838,30003,1,3065,1611733,4.34,2.34,4.2
2493818,8219,28,3670,4259,0.237,1,3694,5758,24247,30005,3,3065,1610158,4.34,2.36,1.42
2507480,6359,63,2928,4543,0.214,1,2960,5299,24708,30007,3,3065,1615888,4.34,2.25,1.57
2507777,5847,65,3028,4644,0.151,1.03,3046,3933,26086,30019,2,3065,1618688,4.34,2.21,1.99
2509987,10121,88,6046,3012,0.022,3.21,5964,660,29343,30003,1,3065,1610433,4.34,2.91,4.56
2511063,8447,40,6702,2970,0.03,3.15,6625,867,29142,30009,1,3065,1616404,4.34,2.93,4.4
2513036,16659,145,1616,3293,1.799,1,1631,19286,10719,30005,4,3065,1624375,4.34,2.77,1
2513126,6703,133,971,7659,2.083,1,990,20275,9732,30007,3,3065,1616798,4.34,1.37,1
2520824,9939,144,1883,5320,0.899,1,1905,14210,15805,30015,5,3065,1653396,4.34,1.98,1
2521049,15640,145,2212,4517,0.992,1,2208,14939,15066,30005,5,3065,1635688,4.34,2.26,1
2523010,8456,65,6008,3398,0.027,3.05,5920,789,29219,30008,1,3065,1612248,4.34,2.73,4.46
2529222,16513,62,6267,2039,0.013,3.58,6248,383,29659,30042,1,3065,1620537,4.34,3.44,4.74
2529745,22296,52,6121,3151,0.03,3.09,5947,871,29176,30047,1,3065,1648024,4.34,2.84,4.4
2530416,11984,29,4186,1867,0.064,3.14,4259,1792,28219,30011,1,3065,1617384,4.34,3.54,3.72
2530862,12085,66,6253,2957,0.013,3.31,6099,397,29607,30004,1,3065,1615633,4.34,2.94,4.74
2531268,25046,46,6445,3028,0.036,3.07,6326,1050,28956,30006,1,3065,1616237,4.34,2.9,4.28
2533326,5578,63,4274,11694,0.332,1,4214,7476,22542,30018,2,3065,1613463,4.34,1,1
2546640,4976,117,6254,7074,0.069,1.59,6044,1947,28056,30003,1,3065,1615632,4.34,1.5,3.62
2555394,84277,45,8099,800,0.003,4.03,8179,102,29904,30006,1,2934,1624132,4.33,4.27,4.94
2564893,21600,31,2288,1500,0.527,1,2599,10360,19650,30010,4,3065,1615274,4.34,3.77,1
2564909,9801,28,2655,2977,0.334,1,2823,7516,22497,30013,3,3065,1614424,4.34,2.93,1
2565009,26887,29,3522,1337,0.046,3.48,3806,1328,28675,30003,1,3065,1611472,4.34,3.88,4.08
2565177,8550,26,4859,2570,0.071,2.85,4906,1990,28016,30006,1,3065,1612984,4.34,3.14,3.58
2565330,7017,44,4154,4120,0.055,2.56,4134,1564,28438,30002,1,3065,1612008,4.34,2.41,3.9
2567537,8429,90,6125,3594,0.053,2.74,6050,1497,28507,30004,1,3065,1610764,4.34,2.64,3.94
2570584,33468,36,9112,866,0.008,3.97,9133,237,29769,30006,1,2966,1575092,4.34,4.22,4.84
2571671,14010,43,3051,1794,0.082,2.95,3135,2281,27745,30026,2,2966,1568596,4.34,3.59,3.36
2571698,4156,51,3132,5050,0.155,1,3106,4035,25985,30020,2,3077,1654932,4.35,2.07,1.97
2571703,28919,51,3727,1277,0.051,3.45,3948,1461,28562,30023,1,3065,1626728,4.34,3.92,3.98
2571705,5250,59,2747,3537,0.421,1,2749,8897,21114,30011,4,2903,1535892,4.33,2.66,1
2571715,6125,50,3387,2970,0.173,1.37,3400,4431,25598,30029,2,2934,1540092,4.33,2.93,1.85
2571718,49910,58,3120,1055,0.057,3.45,3631,1619,28402,30021,1,2903,1540092,4.33,4.08,3.86
2571720,6835,55,2323,3214,0.443,1,2340,9216,20807,30023,4,2966,1566732,4.34,2.81,1
2571902,8531,41,2725,2487,0.104,2.45,2888,2815,27190,30005,1,2966,1590492,4.34,3.18,2.92
2573545,5796,81,4469,3823,0.113,1.93,4430,3051,26984,30035,2,2934,1544292,4.33,2.54,2.74
2573686,7218,90,1633,6600,1.342,1,1681,17224,12835,30059,4,2934,1542892,4.33,1.61,1
2574218,2843,81,1547,6869,1.319,1,1553,17081,12950,30031,4,2966,1565292,4.34,1.55,1
2574642,2274,45,236,1245,6.708,1,258,26114,3893,30007,1,2934,110692,4.33,3.95,1
2574674,1093,74,349,1509,11.283,1,359,27575,2444,30019,2,2934,81292,4.33,3.77,1
2575079,7718,57,6188,3237,0.061,2.76,6108,1733,28270,30003,1,3065,1627626,4.34,2.8,3.78
2575121,1968,71,300,1288,4.964,1,309,25012,5039,30051,2,2966,61692,4.34,3.92,1
2575161,4921,50,5212,10009,0.474,1,5107,9656,20352,30008,2,2934,1546102,4.33,1,1
2575713,14656,82,3003,2059,0.236,1.13,3069,5731,24292,30023,2,2934,1540092,4.33,3.43,1.43
2575812,4265,49,5228,4051,0.065,2.47,5156,1822,28209,30031,1,2934,1542892,4.33,2.44,3.7
2575846,13781,59,2387,1992,0.473,1,2433,9635,20378,30013,3,2966,1573692,4.34,3.47,1
2576157,5198,81,561,17472,4.642,1,566,24698,5321,30019,3,2934,1541544,4.33,1,1
2576355,5578,86,970,9301,1.962,1,1019,19881,10134,30015,3,2966,1565292,4.34,1.07,1
2576585,5789,75,6375,4484,0.038,2.63,6237,1096,28909,30005,1,3065,1616933,4.34,2.27,4.24
2576666,16515,46,3458,2005,0.09,2.78,3424,2486,27538,30024,1,2934,1547092,4.33,3.46,3.2
2576700,4375,59,3062,4483,0.417,1,3055,8828,21185,30013,4,2934,1544332,4.33,2.27,1
2577315,28201,43,5755,1035,0.014,3.86,5898,414,29592,30006,1,2903,1528892,4.33,4.09,4.72
2577694,33678,61,2048,3796,0.589,1,2229,11126,18879,30005,4,2966,1565796,4.34,2.55,1
2577729,3573,29,1418,9106,2.377,1,1406,21158,8903,30061,5,2903,1528064,4.33,1.1,1
2577754,54197,45,2057,4022,0.694,1,2238,12298,17715,30013,4,3077,1654782,4.35,2.45,1
2577778,27589,82,2221,3922,0.644,1,2244,11753,18262,30015,4,2966,1565004,4.34,2.49,1
2577787,44029,62,2045,3703,0.957,1,2235,14670,15334,30004,5,2934,1540700,4.33,2.59,1
2577848,31131,39,2056,3393,0.903,1,2246,14241,15774,30015,5,2903,1527772,4.33,2.73,1
2577865,38281,50,2051,3635,0.878,1,2242,14027,15979,30006,5,2934,1548124,4.33,2.62,1
2577875,45499,46,2049,3471,0.895,1,2243,14173,15841,30014,5,2934,1539468,4.33,2.69,1
2577954,33906,46,2054,3498,0.928,1,2242,14452,15571,30023,6,2934,1539368,4.33,2.68,1
2578015,49477,58,2038,3777,0.9,1,2229,14211,15793,30004,5,2934,1539932,4.33,2.56,1
2578021,38280,59,2047,3712,0.582,1,2241,11041,18962,30003,4,2966,1564861,4.34,2.58,1
2578030,31161,64,2053,3801,0.577,1,2243,11027,19125,30152,4,2966,1567460,4.34,2.55,1
2578059,27831,44,2099,3950,0.679,1,2241,12136,17884,30020,4,3077,1655356,4.35,2.48,1
2578295,102738,46,6719,669,0.634,1,8185,11647,18378,30025,1,3077,1745892,4.35,4.36,1
2581722,9529,50,5821,3016,0.053,2.9,5792,1505,28518,30023,1,2903,1529996,4.33,2.91,3.94
2583121,53812,38,6194,785,0.001,4.05,6696,23,30005,30028,1,2966,1622288,4.34,4.28,4.98
2583536,28328,50,6121,1343,0.048,3.46,6261,1383,28623,30006,1,3065,1627673,4.34,3.88,4.04
2584009,17543,50,4159,4050,0.072,2.4,4173,2005,28008,30013,1,3077,1676060,4.35,2.44,3.56
2584132,18842,63,3721,1519,0.001,3.83,3966,26,30006,30032,1,2966,1580616,4.34,3.76,4.98
2586058,10171,53,4137,3677,0.053,2.71,4144,1500,28505,30005,1,3077,1659092,4.35,2.6,3.94
2586127,9421,60,3643,4195,0.284,1,3674,6643,23369,30012,2,3077,1656332,4.35,2.38,1.11
2587689,8096,66,4152,5263,0.09,1.83,4115,2467,27543,30010,1,3077,1659252,4.35,2,3.2
2588891,7765,49,6303,3651,0.045,2.8,6205,1295,28710,30005,1,3065,1627064,4.34,2.61,4.1
2589431,9421,90,4405,4830,0.076,2.12,4350,2108,27908,30016,1,2966,1593332,4.34,2.15,3.48
2590803,9734,58,5988,4208,0.053,2.55,5926,1520,28517,30037,1,2966,1576492,4.34,2.38,3.94
2590835,11593,44,5603,5073,0.144,1.03,5674,3768,26239,30007,1,2903,1527492,4.33,2.06,2.12
2591189,8750,61,6224,4423,0.055,2.47,6161,1583,28621,30204,1,3065,1610224,4.34,2.29,3.9
2591304,7437,78,6444,4061,0.03,2.83,6313,877,29127,30004,1,3065,1619137,4.34,2.44,4.4
2591456,9437,82,5395,2662,0.007,3.45,5384,206,29833,30039,1,3065,1610264,4.34,3.09,4.86
2591566,6781,72,6028,3756,0.039,2.83,5980,1124,28891,30015,1,2966,1563932,4.34,2.57,4.22
2591597,13972,123,5713,5753,0.097,1.6,5584,2655,27351,30006,2,2934,1545692,4.33,1.85,3.06
2591790,6125,73,3039,3813,0.409,1,2995,8720,21323,30043,4,2934,1549892,4.33,2.54,1
2608075,3357,44,1939,5911,1.265,1,1926,16763,13250,30013,5,2934,1539099,4.33,1.8,1
2610285,4921,40,1921,12075,0.419,1,1943,8860,21162,30022,1,3077,1655504,4.35,1,1
2613565,14933,68,5155,11855,0.47,1,5048,9595,20422,30017,1,2934,1555492,4.33,1,1
2615488,95816,26,4739,28609,0.877,1,3186,14023,15984,30007,1,2903,1601892,4.33,1,1
2620498,2132,73,1298,11009,2.141,1,1267,20452,9552,30004,6,3065,1610433,4.34,1,1
2620517,4398,61,849,17765,1.672,1,799,18774,11230,30004,4,3065,1611246,4.34,1,1
2620555,29148,64,6665,3186,0.008,3.28,6535,235,29771,30006,1,3065,1620457,4.34,2.82,4.84
2624211,3171,32,1733,7903,0.802,1,1721,13359,16667,30026,5,2934,1563900,4.33,1.32,1
2624223,2734,30,957,13387,2.458,1,958,21352,8685,30037,3,2966,1566252,4.34,1,1
2628789,12419,67,5911,5015,0.022,2.62,5673,655,29350,30005,1,3065,1614784,4.34,2.08,4.56
2637288,7970,64,6297,3623,0.02,3.05,6177,592,29411,30003,1,3065,1637933,4.34,2.62,4.6
2642792,15640,27,5405,5057,0.191,1,5487,4811,25200,30011,1,3065,1617384,4.34,2.07,1.73
2647615,6398,68,4060,3627,0.099,2.19,4050,2699,27306,30005,2,3065,1618233,4.34,2.62,3.02
2647628,7849,64,6157,4167,0.065,2.44,6029,1825,28181,30006,1,3065,1617079,4.34,2.39,3.7
2650587,8421,55,3827,3223,0.185,1.2,3836,4676,25344,30020,3,3065,1614396,4.34,2.81,1.77
2650632,7109,106,2384,4529,0.836,1,2424,13660,16345,30005,5,3065,1610764,4.34,2.25,1
2659142,19137,52,2089,1574,0.444,1,2231,9240,20794,30034,2,2903,1561092,4.33,3.73,1
2660650,13066,83,5806,5642,0.111,1.43,5648,2991,27027,30018,1,2903,1544292,4.33,1.88,2.78
2661085,16515,26,2160,3037,0.845,1,2235,13754,16279,30033,4,2934,1541532,4.33,2.9,1
2665738,12976,61,3399,2180,0.064,3.04,3465,1793,28212,30005,1,3065,1617718,4.34,3.36,3.72
2667678,6703,90,2143,4990,1.054,1,2133,15394,14611,30005,5,3065,1610015,4.34,2.09,1
2671823,7541,71,6414,3619,0.03,2.96,6311,887,29119,30006,1,3065,1613032,4.34,2.63,4.4
2671962,9310,71,6118,3516,0.053,2.76,6028,1503,28500,30003,1,3065,1628632,4.34,2.67,3.94
2673877,7221,38,3058,3367,0.246,1,3158,5927,24075,30002,4,3065,1610224,4.34,2.74,1.36
2676942,14765,56,5805,2644,0.095,2.53,5767,2608,27400,30008,1,2903,1528892,4.33,3.1,3.1
2677201,6906,52,6014,3806,0.035,2.85,5913,1006,28999,30005,1,3065,1616933,4.34,2.54,4.3
2677923,17062,59,5782,4887,0.018,2.69,5706,536,29476,30012,1,2903,1534532,4.33,2.13,4.64
2678601,2165,58,756,16446,4.811,1,758,24847,5165,30012,3,2934,1540092,4.33,1,1
2678713,1859,44,671,18583,2.835,1,662,22211,7834,30045,3,2966,1565292,4.34,1,1
2679088,3175,48,613,20952,3.544,1,634,23415,6607,30022,3,2966,1563892,4.34,1,1
2679144,3609,57,130,1401,55.941,1,187,29481,527,30008,1,3065,238184,4.34,3.84,1
2679564,3393,61,427,29954,7.582,1,455,26523,3498,30021,2,3077,1654892,4.35,1,1
2679627,3937,64,803,15348,1.118,1,825,15840,14167,30007,2,2934,1540092,4.33,1,1
2680688,7952,86,3366,4837,0.187,1,3358,4723,25281,30004,3,3065,1616634,4.34,2.14,1.75
2680873,4062,51,5393,6978,0.142,1,5332,3726,26279,30005,1,2966,1565292,4.34,1.52,2.16
2682789,6947,62,2196,4783,0.691,1,2282,12265,17757,30022,6,3065,1611320,4.34,2.16,1
2683034,14760,68,2031,2218,0.983,1,2076,14872,15134,30006,4,3065,1616328,4.34,3.33,1
2684117,27562,51,5641,7872,0.239,1,5509,5791,24220,30011,1,2934,1575634,4.33,1.33,1.41
2684728,7827,41,1597,5424,1.102,1,1734,15730,14273,30003,5,3065,1610884,4.34,1.95,1
2685672,9748,62,5845,2945,0.106,2.29,5794,2876,27128,30004,2,2903,1554092,4.33,2.94,2.88
2687221,18046,53,5842,2246,0.084,2.78,5803,2323,27692,30015,1,2903,1531692,4.33,3.32,3.32
2687424,19306,93,4696,10706,0.351,1,4578,7802,22203,30005,1,2966,1583492,4.34,1,1
2687873,8879,53,6028,3555,0.038,2.89,5910,1100,28911,30011,1,2966,1576532,4.34,2.65,4.24
2687890,9204,56,5892,4155,0.044,2.66,5863,1252,28759,30011,1,2903,1537292,4.33,2.4,4.12
2688300,16300,56,6161,2832,0.041,3.08,6108,1172,28831,30003,1,2903,1531692,4.33,3,4.18
2688328,13453,67,3975,5222,0.089,1.85,3923,2449,27553,30002,1,3077,1657692,4.35,2.01,3.22
2688386,12586,57,6304,3850,0.053,2.66,6192,1498,28506,30004,1,3065,1612984,4.34,2.53,3.94
2689723,12031,34,3317,2303,0.262,1,3367,6240,23778,30018,4,2934,1548492,4.33,3.28,1.25
2689808,17062,36,5473,1516,0.033,3.56,5521,958,29065,30023,1,3065,1618624,4.34,3.76,4.34
2691320,6671,46,6124,4437,0.067,2.34,6044,1885,28119,30004,1,3065,1615784,4.34,2.29,3.66
2691473,7820,53,6671,3164,0.018,3.2,6574,531,29475,30006,1,3065,1616557,4.34,2.84,4.64
2693138,9746,39,3823,2636,0.06,2.95,3922,1685,28318,30003,1,3065,1620024,4.34,3.1,3.8
2694724,4826,57,5733,4907,0.075,2.11,5648,2094,27933,30027,1,3065,1616084,4.34,2.12,3.5
2695300,4671,53,5495,3660,0.05,2.74,5447,1438,28577,30015,1,2903,1532792,4.33,2.61,4
2698240,26407,30,8886,1086,0.013,3.87,8879,399,29607,30006,1,3065,1641992,4.34,4.06,4.74
2699025,4468,55,5363,5372,0.089,1.81,5305,2460,27552,30012,1,2903,1533275,4.33,1.96,3.22
2699357,4859,81,5410,5656,0.089,1.73,5328,2451,27552,30003,1,2934,1539292,4.33,1.88,3.22
2699648,5709,59,5749,5347,0.066,2.09,5674,1866,28137,30003,1,3065,1626484,4.34,1.97,3.68
2701954,9169,39,6709,2626,0.022,3.32,6647,652,29356,30008,1,3065,1620784,4.34,3.11,4.56
2702093,7792,55,6339,3289,0.034,3.01,6281,992,29013,30005,1,2966,1564117,4.34,2.78,4.32
2702946,6133,40,5938,2937,0.027,3.19,5874,787,29225,30012,1,3065,1612288,4.34,2.95,4.46
2703562,9406,32,2728,2707,0.26,1,2916,6194,23815,30009,1,3065,1612944,4.34,3.06,1.27
2703985,5545,109,3966,5605,0.119,1.32,3916,3203,26808,30011,2,2934,1542892,4.33,1.89,2.62
2706511,6423,79,6148,4515,0.037,2.63,6002,1082,28925,30007,1,3065,1613957,4.34,2.26,4.26
2708700,20049,68,6673,2820,0.022,3.27,6557,648,29366,30014,1,3065,1634584,4.34,3.01,4.56
2709322,15651,68,6136,2591,0.027,3.29,6048,801,29206,30007,1,3065,1614333,4.34,3.13,4.46
2710432,14769,119,3075,2442,0.146,1.77,3217,3827,26192,30019,2,3077,1670822,4.35,3.21,2.08
2712770,15083,57,5992,3191,0.026,3.12,6001,771,29237,30008,1,3065,1611406,4.34,2.82,4.48
2713812,11024,59,5225,2311,0.028,3.36,5208,810,29195,30005,1,3065,1612184,4.34,3.28,4.44
2713860,11024,59,5225,2311,0.028,3.36,5208,810,29195,30005,1,3065,1612184,4.34,3.28,4.44
2713926,6906,47,6465,3593,0.051,2.76,6340,1463,28541,30004,1,3065,1621757,4.34,2.64,3.98
2716543,6100,73,2613,3793,0.441,1,2615,9183,20820,30003,6,3065,1613484,4.34,2.55,1
2720835,7466,130,3724,4122,0.057,2.54,3712,1615,28414,30029,1,3077,1660956,4.35,2.41,3.86
2720847,7466,130,3724,4122,0.057,2.54,3712,1615,28414,30029,1,3077,1660956,4.35,2.41,3.86
2720852,7466,130,3724,4122,0.057,2.54,3712,1615,28414,30029,1,3077,1660956,4.35,2.41,3.86
2721541,2406,125,1740,11688,1.161,1,1684,16125,13883,30008,4,2903,1530756,4.33,1,1
2722485,3859,108,2917,6473,0.293,1,2874,6805,23235,30040,4,2966,1568286,4.34,1.65,1.05
2724050,7889,41,6905,2700,0.028,3.25,6871,820,29187,30007,1,3065,1623926,4.34,3.07,4.44
2724593,12569,51,2854,2254,0.448,1,2850,9286,20718,30004,5,3065,1615274,4.34,3.31,1
2724712,9187,99,916,4424,0.275,1,972,6560,23838,30398,2,2934,1550086,4.33,2.29,1.17
2725288,11564,40,5710,2701,0.03,3.23,5638,873,29133,30006,1,3065,1628731,4.34,3.07,4.4
2726120,9854,101,6407,3296,0.065,2.7,6282,1818,28186,30004,1,3065,1628908,4.34,2.77,3.7
2726310,6781,103,5946,4357,0.08,2.21,5831,2231,27772,30003,1,3065,1612106,4.34,2.32,3.4
2726347,10650,94,5897,3249,0.024,3.12,5788,693,29311,30004,1,3065,1621384,4.34,2.79,4.52
2726442,10257,63,3768,2212,0.064,3.03,3823,1818,28195,30013,1,3065,1611115,4.34,3.34,3.72
2726462,7656,37,3638,3173,0.064,2.75,3639,1803,28216,30019,1,3065,1612984,4.34,2.83,3.72
2727755,8338,101,4161,5116,0.058,2.24,4119,1652,28364,30016,1,3077,1659621,4.35,2.05,3.84
2737400,17570,49,6441,2530,0.018,3.39,6338,543,29461,30004,1,3065,1666784,4.34,3.16,4.64
2737606,8429,87,3547,19571,0.88,1,3259,14049,15957,30006,1,3065,1614624,4.34,1,1
2738195,4570,68,4050,7744,0.252,1,3899,6041,23966,30007,3,3065,1611835,4.34,1.35,1.32
2738208,11143,95,2947,3645,0.289,1,2913,6727,23278,30005,3,3077,1675642,4.35,2.61,1.07
2738321,2939,120,898,15126,4.198,1,886,24233,5772,30005,3,3065,1610857,4.34,1,1
2739282,6343,121,5455,5046,0.032,2.51,5338,937,29123,30060,1,2934,1547246,4.33,2.07,4.36
2739391,10722,138,3942,3412,0.168,1.27,3907,4337,25771,30108,2,3065,1634177,4.34,2.72,1.88
2739449,15377,83,3468,2147,0.088,2.77,3516,2433,27587,30020,1,3065,1612921,4.34,3.37,3.24
2739571,10647,94,1540,2968,0.562,1,1638,10804,19214,30018,1,2934,1589596,4.33,2.93,1
2739682,12544,111,6067,4399,0.012,2.88,5985,367,29643,30010,1,2903,1603092,4.33,2.3,4.76
2741092,11256,62,2633,3084,0.564,1,2628,10824,19197,30021,6,3031,1594796,4.34,2.87,1
2742741,23324,59,8648,1669,0.056,3.28,8564,1589,28420,30009,1,3065,1637369,4.34,3.67,3.88
2743269,12327,46,2899,3080,0.086,2.52,3066,2381,27644,30025,1,3065,1619208,4.34,2.88,3.28
2743595,7000,101,3439,5570,0.255,1,3411,6104,23946,30050,3,2934,1549612,4.33,1.9,1.3
2743860,16070,37,2689,4231,0.446,1,2782,9262,20747,30009,4,3065,1617738,4.34,2.37,1
2744016,1531,121,794,17953,4.933,1,778,24948,5057,30005,3,2903,1527106,4.33,1,1
2744861,10281,106,6143,3567,0.025,3.02,5996,727,29286,30013,1,3065,1611584,4.34,2.65,4.5
2745147,8093,112,6114,3684,0.03,2.94,5996,882,29122,30004,1,3065,1614384,4.34,2.6,4.4
2745418,9546,118,5998,3353,0.02,3.13,5882,587,29423,30010,1,3065,1620469,4.34,2.75,4.6
2745961,4593,79,5671,7281,0.262,1,5586,6239,23773,30012,3,3065,1611584,4.34,1.45,1.25
2747534,42892,55,2699,1177,0.35,1,2994,7786,22224,30010,3,3065,1612984,4.34,3.99,1
2749937,5906,109,5401,4460,0.052,2.49,5294,1475,28528,30003,1,3065,1612984,4.34,2.28,3.96
2751208,3288,66,986,12633,1.402,1,1004,17516,12490,30006,3,3065,1610598,4.34,1,1
2751437,5322,87,5962,5098,0.053,2.29,5839,1523,28483,30006,1,2903,1528022,4.33,2.05,3.94
2751950,22968,36,3288,1387,0.116,2.61,3448,3120,26899,30019,1,3065,1615194,4.34,3.85,2.68
2752514,10829,75,6466,2907,0.042,3.05,6383,1208,28794,30002,1,3065,1619074,4.34,2.96,4.16
2754375,11400,62,6067,2701,0.034,3.19,6004,979,29026,30005,1,3065,1638092,4.34,3.07,4.32
2755027,28109,34,4770,941,0.068,3.36,5066,1906,28097,30003,1,2903,1538692,4.33,4.16,3.64
2755414,4826,44,2293,4545,0.551,1,2287,10666,19341,30007,4,2966,1568381,4.34,2.25,1
2755422,5078,45,2556,4482,0.669,1,2548,12028,17976,30004,7,2934,1540592,4.33,2.27,1
2755499,8531,26,2285,4664,0.817,1,2318,13493,16514,30007,5,2903,1532182,4.33,2.21,1
2755525,6714,143,2596,5660,0.464,1,2608,9533,20532,30065,2,2903,1527583,4.33,1.87,1
2755557,4675,64,1194,10405,1.697,1,1216,18888,11129,30017,6,3065,1614008,4.34,1,1
2755564,4164,75,1231,8486,2.339,1,1254,21019,8985,30004,7,3065,1614784,4.34,1.21,1
2755642,6500,59,1160,10547,1.512,1,1209,18062,11943,30005,5,3065,1613484,4.34,1,1
2755732,9625,60,2198,2951,0.523,1,2428,10307,19710,30017,4,2934,1545692,4.33,2.94,1
